date,open,high,low,close,volume,money
2024-07-09,4.3929,4.4044,4.3855,4.4022,43840355,192993664.82
2024-07-10,4.3675,4.3795,4.3325,4.3466,54441032,236635644.89
2024-07-11,4.5043,4.5109,4.4852,4.4987,43777574,196944099.14
2024-07-12,4.3615,4.3793,4.3503,4.3585,53549821,233397959.35
2024-07-15,4.2278,4.2302,4.2165,4.2235,54860524,231702029.01
2024-07-16,4.3388,4.368,4.3277,4.3546,51095074,222499646.01
2024-07-17,4.3776,4.3813,4.3651,4.3722,53723056,234885833.56
2024-07-18,4.3406,4.3534,4.3332,4.3527,44353317,193057724.39
2024-07-19,4.4109,4.4165,4.4052,4.407,52199758,230042593.34
2024-07-22,4.3615,4.3702,4.3502,4.3569,43291307,188614595.05
2024-07-23,4.3553,4.3687,4.3152,4.3415,57130905,248031031.12
2024-07-24,4.2106,4.213,4.2062,4.2094,56558846,238078232.34
2024-07-25,4.0964,4.1055,4.0802,4.0891,54664213,223527927.21
2024-07-26,4.1817,4.2082,4.174,4.1919,59638187,249996787.25
2024-07-29,4.2836,4.3023,4.2588,4.2785,47419904,202885990.95
2024-07-30,4.2676,4.2789,4.2646,4.2687,52187154,222770113.29
2024-07-31,4.2287,4.2387,4.2279,4.2316,55349104,234215077.33
2024-08-01,4.3081,4.3106,4.2872,4.2996,49635359,213413783.28
2024-08-02,4.3395,4.361,4.3284,4.3487,50170295,218176970.76
2024-08-05,4.3498,4.3655,4.3472,4.3558,47921741,208738298.91
2024-08-06,4.342,4.383,4.3304,4.3576,53144800,231582006.19
2024-08-07,4.2674,4.2994,4.2573,4.2895,51708200,221802619.45
2024-08-08,4.2766,4.2857,4.2669,4.2835,48992217,209858124.46
2024-08-09,4.2619,4.2798,4.2597,4.2693,58489572,249709210.44
2024-08-12,4.2515,4.2702,4.2296,4.244,53439615,226795651.62
2024-08-13,4.1747,4.1791,4.1593,4.1712,48662298,202981823.74
2024-08-14,4.2298,4.2421,4.2153,4.2344,56335691,238545756.95
2024-08-15,4.1623,4.1846,4.1575,4.1654,39571187,164831152.84
2024-08-16,4.152,4.1662,4.1349,4.1468,49747599,206293168.7
2024-08-19,4.2064,4.2211,4.1935,4.1992,42667856,179170897.44
2024-08-20,4.2089,4.2245,4.1925,4.2143,49398623,208179099.93
2024-08-21,4.312,4.3181,4.2899,4.2985,56291729,241971017.14
2024-08-22,4.4076,4.4124,4.3814,4.4066,51390375,226458166.86
2024-08-23,4.5558,4.5664,4.5301,4.5439,47527309,215958563.68
2024-08-26,4.5729,4.5753,4.5572,4.5627,53895925,245910419.58
2024-08-27,4.5424,4.5437,4.5339,4.5432,46076103,209335076.08
2024-08-28,4.531,4.5362,4.5209,4.5309,55130929,249795276.02
2024-08-29,4.5015,4.5034,4.4846,4.4993,46913477,211077140.12
2024-08-30,4.4553,4.4619,4.4148,4.4341,42562978,188727045.54
2024-09-02,4.5751,4.576,4.5568,4.5704,46435957,212232661.3
2024-09-03,4.6165,4.6202,4.6132,4.615,49724819,229478097.77
2024-09-04,4.728,4.7362,4.7147,4.7314,40362800,190973001.07
2024-09-05,4.852,4.8765,4.8468,4.8661,43347684,210935541.27
2024-09-06,4.8347,4.838,4.8027,4.8344,49613118,239848759.4
2024-09-09,4.8157,4.8475,4.8139,4.8252,44793222,216138300.51
2024-09-10,4.7613,4.7737,4.7217,4.7412,46511840,220524176.05
2024-09-11,4.7474,4.7591,4.739,4.7405,44645792,211642781.19
2024-09-12,4.6816,4.6861,4.6715,4.6775,44319701,207306291.29
2024-09-13,4.9086,4.9138,4.8967,4.9075,50800820,249304321.55
2024-09-16,4.9257,4.9299,4.9224,4.9261,42210235,207929835.39
2024-09-17,4.8319,4.8438,4.825,4.8398,47326316,229047728.29
2024-09-18,4.8465,4.8701,4.8338,4.8448,41791871,202474210.39
2024-09-19,4.9357,4.9499,4.9138,4.9431,52630262,260154830.54
2024-09-20,4.9995,5.0016,4.9748,4.9857,46270618,230692893.56
2024-09-23,4.8067,4.8436,4.7887,4.8017,43504716,208896826.14
2024-09-24,5.0301,5.0527,5.0186,5.0327,39734000,199970362.25
2024-09-25,5.0901,5.1115,5.0761,5.0867,42794319,217682151.87
2024-09-26,5.0393,5.0722,5.0286,5.0468,47288268,238656480.06
2024-09-27,4.9773,4.9937,4.976,4.9859,41697684,207901062.51
2024-09-30,4.9443,4.9519,4.9197,4.9364,39470318,194840945.28
2024-10-01,4.9047,4.9357,4.9037,4.9257,45414465,223697709.4
2024-10-02,4.9919,5.0027,4.9836,4.9968,40618445,202963523.1
2024-10-03,5.0838,5.0849,5.0539,5.0717,52239992,264947938.15
2024-10-04,5.1061,5.1081,5.0891,5.1077,48375099,247084914.84
2024-10-07,5.0639,5.0659,5.0613,5.0638,47211867,239072270.19
2024-10-08,5.1867,5.1892,5.1668,5.1797,51252333,265469658.5
2024-10-09,5.2182,5.2344,5.1987,5.2113,40275727,209889856.58
2024-10-10,5.2029,5.2054,5.1903,5.2051,39115014,203596966.76
2024-10-11,4.9674,4.9973,4.9613,4.9796,38861002,193513245.19
2024-10-14,5.0283,5.0451,5.0009,5.0121,38356108,192246061.37
2024-10-15,5.0824,5.1019,5.0784,5.0843,47990057,243994083.67
2024-10-16,5.1665,5.1934,5.1582,5.1778,43800938,226792440.37
2024-10-17,5.0519,5.0698,5.0241,5.0581,47847021,242015877.88
2024-10-18,5.0854,5.1048,5.0817,5.0874,50848935,258688527.95
2024-10-21,5.0974,5.0997,5.0774,5.08,36372701,184774939.2
2024-10-22,5.0775,5.1077,5.0665,5.0841,40821965,207541210.7
2024-10-23,5.0806,5.0865,5.0737,5.0796,47018855,238836391.86
2024-10-24,5.0764,5.0926,5.0727,5.0813,47653275,242142264.28
2024-10-25,5.0414,5.0705,5.0301,5.0361,39048255,196650041.04
2024-10-28,4.996,4.9995,4.9926,4.9948,45065678,225093382.76
2024-10-29,4.865,4.8727,4.8529,4.8727,50089938,244073079.84
2024-10-30,4.8713,4.8765,4.838,4.8714,43322624,211043169.48
2024-10-31,4.8576,4.8873,4.8277,4.879,42535546,207529994.9
2024-11-01,4.8053,4.8223,4.7699,4.7891,44472459,212984449.05
2024-11-04,4.7918,4.7997,4.7795,4.7919,44981720,215546673.86
2024-11-05,4.8937,4.9212,4.8925,4.8931,46938983,229676411.46
2024-11-06,4.8217,4.8377,4.7907,4.8146,46918377,225893366.87
2024-11-07,4.6869,4.6949,4.6736,4.6914,46843922,219765118.4
2024-11-08,4.8557,4.8887,4.849,4.8624,45076095,219180224.93
2024-11-11,4.8009,4.8068,4.7898,4.802,51593136,247750340.53
2024-11-12,4.6414,4.6462,4.6245,4.6433,46684684,216772725.36
2024-11-13,4.5533,4.5788,4.5445,4.5749,43662904,199751383.83
2024-11-14,4.6385,4.6477,4.6376,4.6406,52807544,245060947.75
2024-11-15,4.5615,4.5632,4.5317,4.559,45141495,205799422.25
2024-11-18,4.502,4.5067,4.4999,4.5015,51250888,230706775.36
2024-11-19,4.3679,4.3749,4.3608,4.3658,41110258,179479774.35
2024-11-20,4.4256,4.4372,4.4223,4.4246,44934719,198819760.28
2024-11-21,4.3466,4.3552,4.3404,4.343,47573158,206611429.74
2024-11-22,4.2513,4.2658,4.2233,4.2533,58217796,247615013.78
2024-11-25,4.3088,4.3118,4.2837,4.2904,48250260,207014369.95
2024-11-26,4.1682,4.2007,4.1623,4.1753,58379066,243747801.02
2024-11-27,4.3045,4.3047,4.2871,4.2904,52285839,224325136.01
2024-11-28,4.3173,4.3176,4.2979,4.3068,52838525,227564285.96
2024-11-29,4.2912,4.3048,4.2881,4.2989,53938719,231875623.8
2024-12-02,4.3536,4.36,4.3522,4.3571,51487263,224335853.48
2024-12-03,4.2838,4.2904,4.2689,4.2782,49327908,211033823.86
2024-12-04,4.2128,4.2152,4.2066,4.2152,49014760,206606211.03
2024-12-05,4.2958,4.3163,4.2795,4.3094,52059093,224343333.46
2024-12-06,4.3273,4.3361,4.3258,4.3278,56053214,242585395.97
2024-12-09,4.18,4.1897,4.1786,4.1887,46000278,192681056.19
2024-12-10,4.316,4.3338,4.3013,4.3166,56383907,243389495.34
2024-12-11,4.2837,4.3008,4.2802,4.3005,51605492,221931983.39
2024-12-12,4.3325,4.3339,4.3257,4.3264,49863357,215727406.75
2024-12-13,4.3282,4.3616,4.3247,4.3428,47718907,207235992.96
2024-12-16,4.4183,4.4357,4.4075,4.4121,48006636,211809195.64
2024-12-17,4.4404,4.4499,4.4311,4.4374,47725902,211777801.23
2024-12-18,4.3379,4.342,4.3234,4.342,47398138,205803665.3
2024-12-19,4.4095,4.4191,4.4075,4.4083,44598693,196603643.7
2024-12-20,4.3101,4.3272,4.2742,4.2971,58780786,252586452.01
2024-12-23,4.3225,4.3283,4.3159,4.3263,52425318,226805442.75
2024-12-24,4.3316,4.3329,4.319,4.3207,31866240,137684105.18
2024-12-25,4.2791,4.2799,4.2735,4.2795,52448008,224452264.68
2024-12-26,4.2263,4.2408,4.2246,4.2279,49498470,209274648.57
2024-12-27,4.2015,4.2153,4.1835,4.1926,55077300,230914845.52
2024-12-30,4.1032,4.1319,4.0899,4.1148,52987183,218029872.7
2024-12-31,4.1692,4.181,4.1612,4.172,48147884,200873255.81
2025-01-01,4.2343,4.2373,4.2086,4.2319,47024958,199005044.56
2025-01-02,4.2745,4.2786,4.2541,4.2591,51133050,217782057.2
2025-01-03,4.1731,4.1885,4.1456,4.1678,63035074,262717375.38
2025-01-06,4.2428,4.2513,4.2259,4.2338,46131437,195309128.32
2025-01-07,4.0829,4.0908,4.071,4.0873,57240578,233960229.79
2025-01-08,4.1351,4.162,4.1329,4.1474,60906247,252604030.11
2025-01-09,4.2491,4.2686,4.2272,4.2428,52620566,223258145.02
2025-01-10,4.2157,4.2175,4.1979,4.2162,61409861,258918165.34
2025-01-13,4.2286,4.2456,4.2169,4.2353,53625547,227119382.11
2025-01-14,4.2865,4.2941,4.2742,4.2924,47354223,203261181.82
2025-01-15,4.3334,4.3604,4.3255,4.3399,43024903,186722614.39
2025-01-16,4.224,4.2564,4.2227,4.234,54169537,229353798.76
2025-01-17,4.2809,4.2946,4.2392,4.2693,47877948,204405652.0
2025-01-20,4.2549,4.2591,4.2447,4.2534,50651807,215442757.84
2025-01-21,4.2566,4.2653,4.2475,4.2622,49447925,210755619.38
2025-01-22,4.1617,4.1739,4.1596,4.1614,52660307,219138172.54
2025-01-23,4.1898,4.1935,4.1691,4.189,47641982,199570783.23
2025-01-24,4.3205,4.3433,4.306,4.3136,54835522,236538441.77
2025-01-27,4.5097,4.5211,4.4989,4.5141,41071296,185400227.75
2025-01-28,4.5255,4.5289,4.4928,4.5151,41932482,189330513.11
2025-01-29,4.4727,4.4735,4.4466,4.467,54190967,242072310.88
2025-01-30,4.5028,4.5266,4.502,4.5185,43765652,197757153.06
2025-01-31,4.627,4.6356,4.6174,4.6263,56581642,261764355.49
2025-02-03,4.578,4.5801,4.56,4.5788,49043132,224557940.34
2025-02-04,4.4149,4.4326,4.4108,4.4257,50564305,223783116.18
2025-02-05,4.43,4.4473,4.4108,4.4451,52985242,235527317.54
2025-02-06,4.4452,4.4532,4.428,4.4314,56789051,251654731.46
2025-02-07,4.374,4.3921,4.351,4.3831,61981024,271670923.5
2025-02-10,4.4096,4.4313,4.401,4.4305,53356315,236397410.55
2025-02-11,4.4593,4.4857,4.4399,4.4664,48563284,216902799.83
2025-02-12,4.4793,4.4934,4.4634,4.4836,40714866,182551178.7
2025-02-13,4.4081,4.421,4.3874,4.4121,63695023,281028793.38
2025-02-14,4.4005,4.4039,4.3647,4.3798,54174331,237273797.45
2025-02-17,4.5199,4.531,4.5065,4.5208,50890487,230065153.66
2025-02-18,4.4474,4.4624,4.4347,4.44,44637892,198191364.92
2025-02-19,4.4242,4.4336,4.4222,4.4283,47768185,211533166.8
2025-02-20,4.4092,4.4226,4.3963,4.3981,47625416,209460611.66
2025-02-21,4.4138,4.4277,4.3992,4.4131,48848189,215573642.8
2025-02-24,4.3215,4.3376,4.2951,4.3084,41754159,179892512.63
2025-02-25,4.3196,4.3284,4.304,4.3282,53517734,231634676.96
2025-02-26,4.3565,4.3633,4.3311,4.351,48930423,212896726.75
2025-02-27,4.4518,4.4542,4.4277,4.4472,41981070,186698790.49
2025-02-28,4.5614,4.5652,4.5417,4.5605,48760544,222374830.9
2025-03-03,4.4509,4.4753,4.4373,4.46,45779720,204178615.04
2025-03-04,4.2923,4.3129,4.2845,4.3054,55958381,240924451.32
2025-03-05,4.313,4.3295,4.3089,4.31,49909904,215112209.65
2025-03-06,4.2637,4.2846,4.2607,4.272,45346726,193722947.24
2025-03-07,4.2047,4.2175,4.203,4.207,42313594,178014726.25
2025-03-10,4.1209,4.1255,4.1014,4.1205,52891423,217937588.33
2025-03-11,4.0691,4.0839,4.0536,4.0688,50485670,205415596.66
2025-03-12,4.1572,4.1817,4.1324,4.165,48159023,200582491.02
2025-03-13,4.1426,4.153,4.1302,4.1372,48766396,201758670.54
2025-03-14,4.2861,4.3021,4.2697,4.299,56114725,241236492.76
2025-03-17,4.2286,4.239,4.2152,4.2306,58009226,245412749.48
2025-03-18,4.2739,4.2841,4.267,4.2683,41476619,177034157.32
2025-03-19,4.272,4.2847,4.2504,4.2782,51782897,221538019.71
2025-03-20,4.3279,4.3317,4.3248,4.3275,50474969,218432577.97
2025-03-21,4.4799,4.4818,4.4647,4.4736,44654944,199770488.11
2025-03-24,4.5114,4.5253,4.5084,4.5123,51288935,231431382.56
2025-03-25,4.6146,4.6191,4.61,4.6157,47966769,221402466.64
2025-03-26,4.6635,4.6793,4.6369,4.6463,50430662,234314558.5
2025-03-27,4.625,4.6335,4.6104,4.6227,47834810,221128133.12
2025-03-28,4.6456,4.6476,4.629,4.6353,48887123,226606896.42
2025-03-31,4.5554,4.5708,4.5366,4.5708,56071274,256288341.62
2025-04-01,4.5913,4.5998,4.5624,4.5809,53493393,245046839.74
2025-04-02,4.6656,4.673,4.6497,4.663,48385927,225621700.51
2025-04-03,4.6205,4.6285,4.6121,4.6157,50379518,232538808.11
2025-04-04,4.7722,4.7947,4.7697,4.784,56690911,271207954.16
2025-04-07,4.5795,4.6001,4.5684,4.5761,52165941,238717592.94
2025-04-08,4.6231,4.6438,4.605,4.6299,40032768,185349028.26
2025-04-09,4.6302,4.6538,4.6114,4.628,37568994,173870276.9
2025-04-10,4.582,4.5828,4.5634,4.582,48186837,220794341.77
2025-04-11,4.5319,4.5529,4.5151,4.5382,43702680,198329371.37
2025-04-14,4.6068,4.6137,4.5948,4.6067,47362611,218185522.84
2025-04-15,4.6325,4.6541,4.6236,4.6244,47603389,220135567.12
2025-04-16,4.7011,4.7049,4.691,4.6979,58423864,274468797.82
2025-04-17,4.8393,4.8524,4.8092,4.8435,42722259,206923631.07
2025-04-18,4.6787,4.6843,4.6527,4.6671,54957393,256490907.37
2025-04-21,4.4649,4.4979,4.4559,4.4732,52048532,232823520.23
2025-04-22,4.4068,4.4113,4.3864,4.3979,42653890,187587530.13
2025-04-23,4.4129,4.4324,4.4006,4.4117,47871025,211194865.5
2025-04-24,4.4009,4.4202,4.3879,4.4006,56513058,248689465.47
2025-04-25,4.3082,4.3174,4.2612,4.2909,55476419,238042552.06
2025-04-28,4.2583,4.2612,4.2499,4.2508,50830849,216071157.82
2025-04-29,4.2292,4.2315,4.2181,4.2312,48104689,203542647.34
2025-04-30,4.2143,4.235,4.2142,4.2215,52511695,221679134.89
2025-05-01,4.1678,4.1711,4.1451,4.164,50672051,210998615.46
2025-05-02,4.2774,4.2845,4.2694,4.2732,50329465,215066026.29
2025-05-05,4.1045,4.1229,4.0962,4.1085,42856006,176072491.72
2025-05-06,4.0974,4.0993,4.075,4.0976,62568209,256376763.92
2025-05-07,4.0562,4.0773,4.0506,4.0612,55628399,225919168.72
2025-05-08,3.9935,3.9944,3.9834,3.9928,47079192,187978436.66
2025-05-09,3.891,3.9144,3.8887,3.895,66490782,258981637.0
2025-05-12,3.7841,3.7871,3.7674,3.7742,48320833,182370920.82
2025-05-13,3.7715,3.7757,3.7578,3.7657,59385553,223627985.45
2025-05-14,3.703,3.7034,3.6826,3.6891,56791264,209508530.18
2025-05-15,3.6166,3.6278,3.6071,3.6099,56603488,204331025.74
2025-05-16,3.507,3.513,3.4935,3.505,64623274,226505921.08
2025-05-19,3.4726,3.4907,3.4519,3.4676,63763044,221103484.88
2025-05-20,3.3927,3.402,3.3875,3.3977,64958518,220710111.15
2025-05-21,3.4773,3.4878,3.4728,3.4759,71750498,249395443.67
2025-05-22,3.4354,3.4471,3.4327,3.4391,63535291,218505398.03
2025-05-23,3.4016,3.4038,3.3922,3.3924,65824184,223304972.35
2025-05-26,3.408,3.4141,3.4034,3.4065,61119839,208206986.59
2025-05-27,3.3281,3.3409,3.3192,3.3304,66571340,221710790.64
2025-05-28,3.3495,3.3559,3.3386,3.3463,66163680,221400783.65
2025-05-29,3.3458,3.3784,3.3443,3.3571,71840389,241176357.2
2025-05-30,3.33,3.3364,3.3221,3.3281,67676768,225236625.22
2025-06-02,3.2934,3.2941,3.2747,3.2874,56478283,185665898.88
2025-06-03,3.2692,3.2755,3.2543,3.2717,70150686,229512193.91
2025-06-04,3.2981,3.3023,3.2854,3.2985,63885873,210728024.8
2025-06-05,3.3741,3.3755,3.3584,3.3595,74729953,251058061.21
2025-06-06,3.2646,3.2747,3.2504,3.2703,72195254,236098307.25
2025-06-09,3.2691,3.2768,3.2516,3.2635,71189289,232327638.51
2025-06-10,3.2808,3.2909,3.2776,3.2777,71249784,233534751.64
2025-06-11,3.2606,3.2639,3.2389,3.2484,68146397,221369998.89
2025-06-12,3.2978,3.3107,3.2862,3.3003,71716200,236685176.8
2025-06-13,3.2718,3.2784,3.2649,3.2665,63847053,208554719.63
2025-06-16,3.2032,3.2235,3.203,3.2137,71960371,231260622.54
2025-06-17,3.1465,3.1512,3.1286,3.1506,80990953,255167450.53
2025-06-18,3.0284,3.0328,3.0258,3.0277,88277424,267277834.71
2025-06-19,3.0914,3.0918,3.0899,3.0907,68501867,211718223.0
2025-06-20,3.0543,3.063,3.0422,3.0447,68958692,209961442.4
2025-06-23,3.1093,3.1234,3.0792,3.1101,71559626,222556374.36
2025-06-24,3.1627,3.1693,3.1462,3.1536,73228089,230933648.2
2025-06-25,3.1243,3.1311,3.093,3.1111,60429790,188003466.86
2025-06-26,3.1392,3.1447,3.1304,3.1423,70832715,222579404.59
2025-06-27,3.0466,3.07,3.0428,3.0542,68411304,208940406.57
2025-06-30,2.9554,2.9647,2.9382,2.9621,62422646,184900027.44
2025-07-01,3.0007,3.0073,2.9915,2.9978,66881267,200498700.75
2025-07-02,2.9552,2.9679,2.952,2.9614,80144166,237336109.36
2025-07-03,2.9687,2.9709,2.9527,2.9636,75548631,223893825.93
2025-07-04,2.9286,2.9321,2.9201,2.9258,73865438,216116974.64
2025-07-07,2.9501,2.9603,2.9369,2.9516,87746431,258993500.23
2025-07-08,2.9087,2.9145,2.9047,2.9132,60191564,175350613.2
2025-07-09,2.9459,2.9575,2.9326,2.9421,78519171,231013091.47
2025-07-10,3.0328,3.044,3.0208,3.0287,79399620,240477088.73
2025-07-11,3.0513,3.0661,3.0282,3.0599,64973050,198811157.18
2025-07-14,3.1054,3.1138,3.0917,3.0923,80712372,249587090.71
2025-07-15,3.0665,3.0709,3.0604,3.0654,80331936,246250809.49
2025-07-16,2.9926,3.0037,2.9772,2.9797,72492344,216007242.82
2025-07-17,2.9449,2.9523,2.9388,2.9426,67522147,198689675.19
2025-07-18,2.8591,2.8634,2.8579,2.8625,85612843,245068085.11
2025-07-21,2.8449,2.8483,2.8297,2.8399,84904423,241120254.91
2025-07-22,2.9091,2.9341,2.9074,2.9172,77600786,226377403.37
2025-07-23,2.9799,2.9869,2.9699,2.9859,75442560,225261691.47
2025-07-24,2.992,2.9951,2.9792,2.9949,68073853,203873532.09
2025-07-25,2.9847,3.0097,2.9797,2.9901,76916061,229986719.31
2025-07-28,3.0043,3.0051,2.9939,2.996,67770109,203037781.27
2025-07-29,2.9976,3.0062,2.9927,3.0035,71232414,213944059.01
2025-07-30,3.0051,3.0147,2.9953,3.0117,61245333,184450181.3
2025-07-31,3.0366,3.0477,3.0353,3.0433,66941293,203721772.97
2025-08-01,3.139,3.1633,3.1142,3.1277,65777593,205730372.17
2025-08-04,3.0297,3.047,3.0269,3.0457,78212164,238213045.31
2025-08-05,2.9152,2.9277,2.9054,2.9227,78180667,228502412.01
2025-08-06,2.9272,2.9422,2.915,2.9246,77234969,225885093.29
2025-08-07,2.8551,2.8667,2.8465,2.8506,90173137,257043383.29
2025-08-08,2.8085,2.8249,2.793,2.8214,76831160,216769304.44
2025-08-11,2.8459,2.857,2.845,2.8457,71368077,203090773.6
2025-08-12,2.8458,2.8505,2.8329,2.8407,78483843,222952744.96
2025-08-13,2.8667,2.8774,2.8645,2.8673,75383011,216145811.61
2025-08-14,2.86,2.8621,2.8537,2.8601,67751509,193774045.23
2025-08-15,2.7932,2.8076,2.7822,2.7853,75947629,211537618.55
2025-08-18,2.7907,2.791,2.7819,2.785,90536382,252139630.84
2025-08-19,2.8342,2.8482,2.8184,2.83,71205121,201508689.82
2025-08-20,2.8391,2.8436,2.8318,2.8359,76412825,216698311.62
2025-08-21,2.7374,2.7448,2.7366,2.7433,81909802,224701908.8
2025-08-22,2.7775,2.7853,2.7742,2.7789,78768284,218891024.06
2025-08-25,2.8176,2.8189,2.8047,2.8061,77853589,218462445.15
2025-08-26,2.8352,2.8546,2.8132,2.8205,76846786,216743914.51
2025-08-27,2.8581,2.8654,2.8265,2.8363,81298084,230585413.88
2025-08-28,2.7813,2.7981,2.7764,2.7877,82758053,230705124.75
2025-08-29,2.7798,2.7885,2.7706,2.7829,82344541,229160170.45
2025-09-01,2.7978,2.8087,2.795,2.7996,86902336,243293132.12
2025-09-02,2.8277,2.8346,2.8136,2.8229,70150754,198027515.01
2025-09-03,2.8575,2.8613,2.8409,2.8414,81561824,231749107.71
2025-09-04,2.8566,2.8623,2.8354,2.8544,84048908,239907363.12
2025-09-05,2.819,2.8195,2.8076,2.8105,79940667,224672906.69
2025-09-08,2.7551,2.7671,2.7477,2.7542,71387792,196619475.71
2025-09-09,2.7662,2.7726,2.7558,2.7634,82787971,228779372.53
2025-09-10,2.7297,2.7417,2.7182,2.7411,89599567,245604264.16
2025-09-11,2.7413,2.748,2.7271,2.7474,85601632,235179363.1
2025-09-12,2.6908,2.7011,2.6689,2.6779,76082437,203741163.64
2025-09-15,2.6324,2.6366,2.6223,2.6355,78754437,207553586.17
2025-09-16,2.6713,2.6725,2.6617,2.6704,87019235,232374588.51
2025-09-17,2.7247,2.7295,2.7227,2.7273,82492994,224982917.77
2025-09-18,2.7217,2.7259,2.7119,2.7223,74401876,202544449.45
2025-09-19,2.7087,2.7116,2.7003,2.7056,71479303,193393582.96
2025-09-22,2.6388,2.6389,2.6368,2.6379,66244106,174748553.83
2025-09-23,2.6479,2.6571,2.637,2.6544,88203547,234131073.14
2025-09-24,2.7252,2.7481,2.7246,2.7338,76861205,210122206.99
2025-09-25,2.706,2.7104,2.7051,2.7085,85871908,232585881.91
2025-09-26,2.803,2.8077,2.8001,2.8058,75136723,210821402.23
2025-09-29,2.8054,2.8135,2.8005,2.8109,80502272,226286277.06
2025-09-30,2.7554,2.7596,2.7546,2.7595,83602218,230700758.18
2025-10-01,2.7456,2.7649,2.7445,2.7554,82310254,226801162.1
2025-10-02,2.7687,2.7884,2.7675,2.7759,69829214,193837522.27
2025-10-03,2.6948,2.6996,2.6918,2.6933,82955529,223426533.79
